"","SampleID","Age Interval","Period","DonorID","Sex","Structure Acronym","Regions","Hemisphere","PMI (hours)","Sequencing Batch","Chimeric Pairs","Percent aligned ChrX","Percent aligned ChrY","AUC all percentage","AUC unique percentage","Mode Fragment Length Count","Exonic Rate","Total fragments assigned exon fc","Total fragments count unique exon fc","Total fragments count unique assigned exon fc","Total Assigned Gene","Intronic Rate","Percentage mapped multi loci STAR","Percentage mapped too many loci STAR","Percentage unmapped other STAR","Reads Mapped","Total N Reads","Mapping Rate","Mapping Rate unique","Mapping Rate both","Junction count","Mapped Pairs","Percentage mapped multi loci both STAR","Percentage mapped too many loci both STAR"
"354","ERR1473305","16-18pcw","Prenatal","11907_donorID","F","DIEN","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054, FC2014_117",4.84,2.76,0.01,137.5,141.86,116729,82.89,16621114,27068765,16621114,16439251,3.26,8.62,0.04,0.01,20052637,21039086,86.69,18238137,95.3,203337,20052637,8.6,0
"355","ERR1473306","16-18pcw","Prenatal","11907_donorID","F","DIEN","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054, FC2014_117",5.1,2.68,0.01,138.2,142.75,86687,83,12838166,21043401,12838166,12692887,3.13,8.86,0.04,0.01,15467597,16105112,87.18,14039977,96,194186,15467597,8.9,0
"356","ERR1473307","13-15pcw","Prenatal","1923_donorID","F","DIEN","Forebrain","L",2.5,"sequencing batch:FC2014_055",2.71,2.91,0.04,134.5,138.09,225222,82.12,33604481,53216829,33604481,33203640,3.98,7.7,0.04,0.02,40923521,42820469,87.87,37625182,95.6,255116,40923521,7.7,0
"357","ERR1473308","13-15pcw","Prenatal","1923_donorID","F","DIEN","Forebrain","R",2.5,"sequencing batch:FC2014_055, FC2014_117",1.91,3.02,0.01,132.07,135.39,156009,80.14,23720247,38426631,23720247,23613950,5.29,7.76,0.04,0.02,29598966,30600269,88.96,27223382,96.7,258825,29598966,7.8,0
"358","ERR1473309","13-15pcw","Prenatal","1923_donorID","F","DIEN","Forebrain","R",2.5,"sequencing batch:FC2014_055, FC2014_117",1.92,2.96,0.01,132.22,135.7,128563,80.17,19493038,31859750,19493038,19399428,5.17,8,0.04,0.02,24315608,24987976,89.31,22316969,97.3,246667,24315608,8,0
"359","ERR1473310","10-12pcw","Prenatal","11885_donorID","M","DIEN","Forebrain","",NA,"sequencing batch:FC2014_047",5.29,2.92,0.09,133.85,137.21,252135,78.33,35959994,58584992,35959994,35512111,6.88,7.2,0.05,0.02,45905711,46844245,90.8,42532558,98,299870,45905711,7.2,0
"360","ERR1473311","10-12pcw","Prenatal","11833_donorID","F","DIEN","Forebrain","L",30,"sequencing batch:FC2014_047",1.4,3.35,0.01,127.36,129.98,240158,70.45,35681445,61731719,35681445,35037539,11.5,6.09,0.09,0.04,50644608,51686393,91.89,47494831,98,339699,50644608,6.1,0.1
"361","ERR1473312","10-12pcw","Prenatal","11833_donorID","F","DIEN","Forebrain","R",30,"sequencing batch:FC2014_047",1.28,3.37,0.01,129.79,132.07,244075,74.82,37445021,59715246,37445021,36826503,9.03,5.87,0.07,0.03,50044826,50949089,92.35,47052042,98.2,330959,50044826,5.9,0.1
"362","ERR1473313","10-12pcw","Prenatal","11930_donorID","F","DIEN","Forebrain","",3,"sequencing batch:FC2014_044",1.48,2.46,0.01,124.31,129.11,209058,63.27,24282773,56770443,24282773,24326478,14.28,10.11,0.07,0.05,38378946,39301622,87.54,34404987,97.7,270833,38378946,10.1,0.1
"363","ERR1473314","10-12pcw","Prenatal","11942_donorID","F","DIEN","Forebrain","L",16.6666666666667,"sequencing batch:FC2014_044",2.06,1.73,0.01,121.86,131.01,271460,59.5,25443252,81631087,25443252,26103627,13.82,16.41,0.07,0.05,42763406,43692278,81.46,35591737,97.9,263975,42763406,16.4,0.1
"364","ERR1473315","10-12pcw","Prenatal","1890_donorID","Unknown","DIEN","Forebrain","",2,"sequencing batch:FC2014_044",1.36,2.99,0.01,127.8,130.64,212156,71.25,27618929,49452791,27618929,27279738,11.52,7.03,0.06,0.03,38763067,39595576,90.87,35980791,97.9,280225,38763067,7,0.1
"365","ERR1473316","10-12pcw","Prenatal","11841_donorID","M","DIEN","Forebrain","L",2,"sequencing batch:FC2014_044",2.24,2.67,0.08,130.09,133.72,207839,72.66,28213176,52059757,28213176,27902539,9.9,7.96,0.06,0.04,38827452,39743661,89.73,35662308,97.7,273890,38827452,8,0.1
"366","ERR1473317","10-12pcw","Prenatal","11841_donorID","M","DIEN","Forebrain","R",2,"sequencing batch:FC2014_044",2.64,2.82,0.08,132.23,135.22,204837,76.35,32227596,53863896,32227596,31697695,8.16,6.98,0.05,0.03,42208527,43130692,90.88,39196315,97.9,284581,42208527,7,0.1
"367","ERR1473318","13-15pcw","Prenatal","11947_donorID","F","DIEN","Forebrain","R",8.33333333333333,"sequencing batch:FC2014_045",2.86,2.31,0.01,132.96,139.24,261325,77.34,32259963,63611608,32259963,31869981,5.27,11.03,0.05,0.02,41709467,42760499,86.52,36994588,97.5,262102,41709467,11,0.1
"368","ERR1473319","8-9pcw","Prenatal","11920_donorID","M","DIEN","Forebrain","",2.83333333333333,"sequencing batch:FC2014_048",2.48,2.98,0.1,132.22,134.64,272916,74.14,36967148,61043066,36967148,36834775,8.95,6.97,0.06,0.04,49858077,50915602,90.96,46311282,97.9,300891,49858077,7,0.1
"369","ERR1473320","13-15pcw","Prenatal","1290_donorID","M","DIEN","Forebrain","",18.1666666666667,"sequencing batch:FC2014_050",2.69,2.47,0.06,131.59,137.32,240267,78.24,34302547,65885587,34302547,34016956,4.66,10.7,0.05,0.02,43844911,44978498,86.78,39031668,97.5,274305,43844911,10.7,0
"370","ERR1473321","10-12pcw","Prenatal","1046_donorID","F","DIEN","Forebrain","R",2,"sequencing batch:FC2014_065",1.17,2.77,0.01,127.29,130.11,255295,69.08,32364991,59288767,32364991,31961838,11.8,6.87,0.07,0.04,46851272,48073209,90.58,43546438,97.5,287181,46851272,6.9,0.1
"371","ERR1473322","10-12pcw","Prenatal","11942_donorID","F","DIEN","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_080",2.11,2.84,0.01,132.48,136.04,260406,76.34,38243990,67081728,38243990,37726834,7.37,8.09,0.06,0.02,50094582,51109514,89.92,45957750,98,282507,50094582,8.1,0.1
"372","ERR1473323","10-12pcw","Prenatal","12007_donorID","M","DIEN","Forebrain","R",4.5,"sequencing batch:FC2014_080",1.82,2.39,0.07,129.35,133.86,229793,72.9,32489613,63816894,32489613,32226744,8.54,9.46,0.06,0.03,44564624,45470985,88.54,40261516,98,286087,44564624,9.5,0.1
"373","ERR1473324","10-12pcw","Prenatal","12007_donorID","M","DIEN","Forebrain","L",4.5,"sequencing batch:FC2014_080",2.38,3.04,0.07,136.56,138.77,287805,84.09,45662567,65347074,45662567,44780406,3.99,5.93,0.03,0.02,54304083,55985906,91.06,50982753,97,264946,54304083,5.9,0
"374","ERR1473325","13-15pcw","Prenatal","11900_donorID","M","DIEN-MID","Brain","",17,"sequencing batch:FC2014_055",4.62,2.77,0.07,136.07,140.43,220241,81.81,30342814,49841712,30342814,29722069,4.04,8.1,0.04,0.02,37087325,38166654,89.07,33995979,97.2,254499,37087325,8.1,0
"375","ERR1473326","8-9pcw","Prenatal","11848_donorID","M","FB","Forebrain","R",2,"sequencing batch:FC2014_035",1.66,2.26,0.06,128.08,134.41,424170,71.2,49870112,107647422,49870112,49872577,9.06,11.34,0.06,0.03,70045178,71412904,86.74,61946450,98.1,319469,70045178,11.3,0.1
"376","ERR1473327","8-9pcw","Prenatal","11848_donorID","M","FB","Forebrain","L",2,"sequencing batch:FC2014_035, FC2014_117",1.9,2.08,0.07,128.86,135.44,137523,72.6,17124728,36828964,17124728,17195427,8.01,12.06,0.06,0.03,23589245,23967646,86.36,20698963,98.4,224843,23589245,12.1,0.1
"377","ERR1473328","8-9pcw","Prenatal","11848_donorID","M","FB","Forebrain","L",2,"sequencing batch:FC2014_035, FC2014_117",1.92,2.09,0.07,128.9,135.37,78686,72.73,10132937,21621936,10132937,10175661,8.04,11.87,0.06,0.03,13932673,14197494,86.26,12247265,98.1,190358,13932673,11.9,0.1
"378","ERR1473329","8-9pcw","Prenatal","11815_donorID","F","FB","Forebrain","",NA,"sequencing batch:FC2014_032",2.03,2.49,0.01,126.7,131.82,347420,68.07,40118398,85578326,40118398,39837586,11,9.8,0.07,0.04,58933876,60017671,88.39,53052244,98.2,316541,58933876,9.8,0.1
"379","ERR1473330","4-7pcw","Prenatal","11904_donorID","M","FB","Forebrain","",NA,"sequencing batch:FC2014_037",1.63,2.97,0.11,130.51,132.41,236656,78.19,34414158,51674159,34414158,34199572,7.52,5.88,0.05,0.02,44011593,45206889,91.48,41353285,97.4,294742,44011593,5.9,0
"380","ERR1473331","4-7pcw","Prenatal","11931_donorID","Unknown","FB","Forebrain","",NA,"sequencing batch:FC2014_037",1.99,3.02,0.01,129.64,132.09,232185,75.67,32768542,52609274,32768542,32438390,8.32,6.55,0.06,0.03,43304551,44421105,90.93,40393753,97.5,299078,43304551,6.6,0.1
"381","ERR1473332","4-7pcw","Prenatal","11840_donorID","F","FB","Forebrain","",2,"sequencing batch:FC2014_037",1,3.03,0.01,128.82,130.81,188259,76.99,28727164,44224832,28727164,28621834,8.86,6.41,0.05,0.02,37313696,38312986,90.98,34857727,97.4,281638,37313696,6.4,0.1
"382","ERR1473333","4-7pcw","Prenatal","11837_donorID","M","FB","Forebrain","",3,"sequencing batch:FC2014_037",2.17,2.88,0.12,131.66,132.96,229229,81.73,35644616,49238591,35644616,35497389,6.51,5.51,0.04,0.02,43610987,44949219,91.51,41134638,97,288219,43610987,5.5,0
"383","ERR1473334","4-7pcw","Prenatal","11903_donorID","F","FB","Forebrain","",5.25,"sequencing batch:FC2014_037",1.9,3.14,0.01,128.78,130.34,186281,75.08,30747884,46888193,30747884,30514380,9.62,5.55,0.06,0.03,40955786,42050815,91.84,38620341,97.4,308382,40955786,5.6,0.1
"384","ERR1473335","8-9pcw","Prenatal","11810_donorID","F","FB","Forebrain","",2,"sequencing batch:FC2014_037",3.63,3.01,0.01,132.66,134.77,202426,77.3,31347298,48575979,31347298,31466303,7.26,6.8,0.06,0.03,40552253,41555830,90.78,37726364,97.6,312609,40552253,6.8,0.1
"385","ERR1473336","8-9pcw","Prenatal","11606_donorID","M","FB","Forebrain","L",NA,"sequencing batch:FC2014_066",3.04,3.02,0.12,130,131.51,273236,78.12,37478015,54461140,37478015,37275083,7.98,5.21,0.04,0.03,47975366,49265980,92.17,45406936,97.4,221315,47975366,5.2,0
"386","ERR1473337","8-9pcw","Prenatal","11606_donorID","M","FB","Forebrain","R",NA,"sequencing batch:FC2014_066",3.47,3.09,0.13,130.42,131.96,300829,77.11,42642815,62730174,42642815,42435299,8.41,5.14,0.05,0.04,55297717,57272349,91.41,52351355,96.6,251380,55297717,5.1,0
"387","ERR1473338","10-12pcw","Prenatal","1102_donorID","F","FB","Forebrain","L",3.33333333333333,"sequencing batch:FC2014_069",2.59,3.19,0.02,135.2,137.3,222945,86.42,37407928,51236669,37407928,36984403,2.61,6.11,0.03,0.01,43286717,44034041,92.19,40594214,98.3,271742,43286717,6.1,0
"388","ERR1473339","10-12pcw","Prenatal","1558_donorID","F","FB","Forebrain","L",3,"sequencing batch:FC2014_069",1.03,2.75,0.01,129.36,133.26,230290,74.9,32716233,58820766,32716233,32472859,7.68,8.57,0.06,0.03,43681730,44474693,89.64,39868647,98.2,274176,43681730,8.6,0.1
"389","ERR1473340","10-12pcw","Prenatal","1558_donorID","F","FB","Forebrain","R",3,"sequencing batch:FC2014_069",1.94,2.82,0.01,132.77,136.61,233895,81.69,35707496,57765089,35707496,35298840,4.1,8.23,0.04,0.02,43708733,44396561,90.22,40056325,98.5,267748,43708733,8.2,0
"390","ERR1473341","10-12pcw","Prenatal","11602_donorID","M","FB","Forebrain","L",NA,"sequencing batch:FC2014_047",3.81,2.68,0.09,134.6,138.48,525481,78.74,69392709,116040578,69392709,69047043,5.63,8.59,0.05,0.02,88127736,89604240,89.76,80430397,98.4,331870,88127736,8.6,0
"391","ERR1473342","10-12pcw","Prenatal","11602_donorID","M","FB","Forebrain","R",NA,"sequencing batch:FC2014_047",2.2,2.59,0.08,137.96,142.66,204038,83.48,29775734,48654920,29775734,30342934,1.67,11.01,0.03,0.01,35666661,37159433,84.97,31574065,96,221228,35666661,11,0
"392","ERR1473343","10-12pcw","Prenatal","1281_donorID","M","FB","Forebrain","L",3,"sequencing batch:FC2014_044",1.6,2.19,0.08,126.06,131.28,198170,67.96,25888045,57720738,25888045,25891970,11.34,10.68,0.06,0.04,38094118,38936518,87.16,33935615,97.8,273146,38094118,10.7,0.1
"393","ERR1473344","10-12pcw","Prenatal","1281_donorID","M","FB","Forebrain","R",3,"sequencing batch:FC2014_044",1.79,2.25,0.09,125.73,130.49,241437,66.62,30874578,68168724,30874578,30909853,12.52,10.05,0.07,0.04,46344195,47404918,87.72,41582183,97.8,290880,46344195,10,0.1
"394","ERR1473345","8-9pcw","Prenatal","11118_donorID","F","FB","Forebrain","",2,"sequencing batch:FC2014_049",2.96,3.28,0.02,130.89,132.77,236218,73.37,34010846,54399427,34010846,33355021,10.14,5.33,0.05,0.04,46356611,47243369,92.8,43839929,98.1,300138,46356611,5.3,0.1
"395","ERR1473346","10-12pcw","Prenatal","1308_donorID","F","FB-MID","Brain","",2,"sequencing batch:FC2014_044",1.58,2.34,0.01,125.52,130.5,206171,67.05,25890841,57615328,25890841,26039429,12.2,10.54,0.07,0.04,38616132,39444360,87.36,34458037,97.9,270904,38616132,10.5,0.1
"396","ERR1473347","8-9pcw","Prenatal","11871_donorID","F","FBF","Forebrain","L",4,"sequencing batch:FC2014_035",1.07,1.94,0.01,117.93,124.91,257600,52.7,22432874,74460176,22432874,22911839,19.15,14.21,0.11,0.06,42565362,43300036,84.09,36411704,98.3,261325,42565362,14.2,0.1
"397","ERR1473348","8-9pcw","Prenatal","11874_donorID","M","FBF","Forebrain","",2,"sequencing batch:FC2014_066",3.47,3.09,0.16,127.52,128.49,227082,71.89,30661618,46129063,30661618,30337315,11.52,3.8,0.04,0.03,42650251,43927478,93.29,40979827,97.1,197232,42650251,3.8,0
"398","ERR1473349","8-9pcw","Prenatal","11626_donorID","F","FBF","Forebrain","",2,"sequencing batch:FC2014_150",4.09,3.57,0.02,128.79,129.94,338944,73.64,48682436,72611690,48682436,47997226,10.15,4.12,0.04,0.04,66109611,67817152,93.36,63313437,97.5,245104,66109611,4.1,0
"399","ERR1473350","13-15pcw","Prenatal","11844_donorID","M","FBF","Forebrain","L",2,"sequencing batch:FC2014_055",2.75,2.86,0.09,134.4,136.86,258130,82.91,38485984,56982418,38485984,38144683,4.03,6.93,0.04,0.02,46421281,47502275,90.79,43128488,97.7,265658,46421281,6.9,0
"400","ERR1473351","10-12pcw","Prenatal","11893_donorID","F","FBF","Forebrain","L",2,"sequencing batch:FC2014_047",2.89,3.1,0.01,132.35,134.08,228462,76.21,35382327,53623867,35382327,34848367,8.55,5.46,0.06,0.03,46428801,47215363,92.88,43852465,98.3,293731,46428801,5.5,0.1
"401","ERR1473352","8-9pcw","Prenatal","11882_donorID","F","FB","Forebrain","Frontal",2,"sequencing batch:FC2014_037",1.7,2.25,0.01,121.24,126.57,192565,58.82,21404117,56450543,21404117,21492918,16.47,10.84,0.1,0.05,36386610,37397436,86.45,32330922,97.3,289605,36386610,10.8,0.1
"402","ERR1473353","8-9pcw","Prenatal","11848_donorID","M","HB","Hindbrain","L",2,"sequencing batch:FC2014_035",2.83,2.62,0.08,133.93,138.25,247032,79.78,34571814,58861627,34571814,34237927,5.21,8.65,0.04,0.02,43334146,44406880,88.94,39493279,97.6,284480,43334146,8.6,0
"403","ERR1473354","8-9pcw","Prenatal","11824_donorID","M","HB","Hindbrain","",2,"sequencing batch:FC2014_030",2.53,1.88,0.06,125.9,134.65,277882,66.25,30740062,81009711,30740062,31030212,10.05,14.39,0.07,0.05,46398854,47440473,83.41,39571901,97.8,276818,46398854,14.4,0.1
"404","ERR1473355","8-9pcw","Prenatal","11820_donorID","F","HB","Hindbrain","R",NA,"sequencing batch:FC2014_032",4.48,2.91,0.01,134.91,138.22,295400,80.61,44406618,70458265,44406618,43605796,5.3,6.92,0.05,0.02,55087872,56119414,91.25,51206899,98.2,312700,55087872,6.9,0
"405","ERR1473356","8-9pcw","Prenatal","11882_donorID","F","HB","Hindbrain","",2,"sequencing batch:FC2014_037",1.79,2.34,0.01,123.49,128.55,196446,62.82,23016731,55114547,23016731,22958678,13.77,10.16,0.09,0.04,36641450,37678782,87.09,32812799,97.2,284502,36641450,10.2,0.1
"406","ERR1473357","4-7pcw","Prenatal","11856_donorID","M","HB","Hindbrain","",2,"sequencing batch:FC2014_037",1.63,1.52,0.07,117.88,126.65,277421,54.58,24697818,86582685,24697818,25462013,16.65,16.34,0.15,0.05,45254625,46727256,80.51,37619593,96.8,286287,45254625,16.3,0.1
"407","ERR1473358","4-7pcw","Prenatal","11931_donorID","Unknown","HB","Hindbrain","",NA,"sequencing batch:FC2014_037",1.9,2.41,0.01,129.78,134.96,253794,75.27,34263422,65177849,34263422,33991836,6.9,10.07,0.06,0.02,45520951,46672261,87.46,40819925,97.5,293722,45520951,10.1,0.1
"408","ERR1473359","8-9pcw","Prenatal","11881_donorID","M","HB","Hindbrain","",2,"sequencing batch:FC2014_150",3.77,3.08,0.16,127.17,128.84,339332,67.58,41682196,71102190,41682196,41265247,12.88,4.87,0.06,0.05,61674529,65232984,89.67,58495629,94.5,233916,61674529,4.9,0.1
"409","ERR1473360","8-9pcw","Prenatal","11869_donorID","F","HB","Hindbrain","",2,"sequencing batch:FC2014_073",4.73,2.96,0.01,132.95,135.73,240973,73.68,31621615,54184285,31621615,31251016,9.27,6.95,0.06,0.03,42916086,44706511,89.04,39807263,96,273612,42916086,7,0.1
"410","ERR1473361","8-9pcw","Prenatal","11920_donorID","M","HB","Hindbrain","",2.83333333333333,"sequencing batch:FC2014_054",6.58,2.88,0.08,137.26,140.38,241183,83.07,35293174,53788233,35293174,34938519,3.64,7.26,0.04,0.01,42484825,43926277,89.45,39293992,96.7,272736,42484825,7.3,0
"411","ERR1473362","13-15pcw","Prenatal","11900_donorID","M","HB","Hindbrain","L",17,"sequencing batch:FC2014_055",2.82,2.69,0.07,134.3,138.66,282267,80.7,40445438,67624317,40445438,39931005,4.4,8.63,0.04,0.02,50118648,51572949,88.55,45669616,97.2,286448,50118648,8.6,0
"412","ERR1473363","13-15pcw","Prenatal","11900_donorID","M","HB","Hindbrain","R",17,"sequencing batch:FC2014_055",3.51,2.52,0.07,134.35,139.46,178049,80.84,25283549,44100611,25283549,24989866,3.91,9.5,0.04,0.02,31274246,32255497,87.45,28208494,97,251980,31274246,9.5,0
"413","ERR1473364","10-12pcw","Prenatal","11885_donorID","M","HB","Hindbrain","",NA,"sequencing batch:FC2014_043",2.25,2.78,0.09,129.53,132.75,214361,72.77,32183988,56772401,32183988,31805508,10.38,7.22,0.07,0.04,44228377,45098998,90.85,40970225,98.1,291584,44228377,7.2,0.1
"414","ERR1473365","8-9pcw","Prenatal","11287_donorID","M","HB","Hindbrain","",2,"sequencing batch:FC2014_045",2.53,2.99,0.11,129.89,131.59,223964,76.15,33343729,50822041,33343729,32748615,8.59,5.05,0.05,0.03,43786646,44972707,92.31,41513511,97.4,320556,43786646,5.1,0
"415","ERR1473366","8-9pcw","Prenatal","1406_donorID","F","HB","Hindbrain","",4,"sequencing batch:FC2014_048",2.08,2.96,0.02,131.93,134.52,256653,79,37767007,59161873,37767007,37319431,6.62,6.83,0.04,0.03,47804201,48644519,91.45,44483091,98.3,294087,47804201,6.8,0
"416","ERR1473367","8-9pcw","Prenatal","11848_donorID","M","HB","Hindbrain","R",2,"sequencing batch:FC2014_048",2.2,2.84,0.09,131.46,134.53,225907,76.52,32720620,54249888,32720620,32406508,7.92,7.38,0.04,0.03,42763037,43537728,90.84,39551162,98.2,289736,42763037,7.4,0
"417","ERR1473368","8-9pcw","Prenatal","11149_donorID","F","HB","Hindbrain","",2,"sequencing batch:FC2014_048",2.41,3.31,0.02,132.46,134.4,224995,76.21,33639180,51884707,33639180,33104719,8.26,5.8,0.05,0.04,44141021,44928439,92.45,41534484,98.2,292295,44141021,5.8,0
